pick_up_date,forwarders,warehouse_location,consignees,destination,number_of_packages,weight,quantity,value_of_package,number_of_pallets_per_day,trucking,trucking_billing
2023-04-29,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,15,23.71,129000,11178.45,2,6 WHEELER TRUCK - FORWARD,14
2023-04-29,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,7.12,36000,4194,2,6 WHEELER TRUCK - FORWARD,14
2023-04-29,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,1.06,4500,1485.9,2,6 WHEELER TRUCK - FORWARD,150
2023-04-29,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,0.44,1500,746.4,2,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,12,69.71,355500,30771.75,3,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,2,20.94,106500,12407.25,3,6 WHEELER TRUCK - FORWARD,150
2023-05-01,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,7,39.28,110000,18527.55,3,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,11,76.06,388500,35664.75,3,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,15,42.23,202500,19359.3,3,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,6,35.32,162300,17314.74,3,6 WHEELER TRUCK - FORWARD,14
2023-05-01,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,15.42,75000,21907.5,3,6 WHEELER TRUCK - FORWARD,14
2023-05-02,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,10,42.43,207000,35166.9,1,6 WHEELER TRUCK - FORWARD,150
2023-05-03,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,31,174.83,450200,69232.11,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,22,117.85,808500,70106.55,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,7.62,37500,6753.75,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,5,63.82,324000,37746,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,5,10.19,46500,4291.95,2,6 WHEELER TRUCK - FORWARD,150
2023-05-03,Forwarder India,MANILA,Consignee Lima,HONG KONG,1,3.3,15000,2601,2,6 WHEELER TRUCK - FORWARD,150
2023-05-03,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,7,41.45,265500,31589.4,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,12,51.85,63700,19937.02,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,11.52,57000,8942.1,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,8,106.63,41600,25846.08,2,6 WHEELER TRUCK - FORWARD,14
2023-05-03,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,1,0.72,3000,469.5,2,6 WHEELER TRUCK - FORWARD,14
2023-05-04,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,7,48.47,235500,34747.65,2,6 WHEELER TRUCK - FORWARD,150
2023-05-04,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,9,6.43,27000,3934.8,2,6 WHEELER TRUCK - FORWARD,14
2023-05-04,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,8,53.53,158200,34489.61,2,6 WHEELER TRUCK - FORWARD,14
2023-05-04,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,3.32,15000,2355,2,6 WHEELER TRUCK - FORWARD,150
2023-05-04,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,10,17.74,85500,16770.9,2,6 WHEELER TRUCK - FORWARD,14
2023-05-04,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,10,36.1,163500,53058.9,2,6 WHEELER TRUCK - FORWARD,14
2023-05-04,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,10.13,48000,8323.2,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,3.6,18000,1159.2,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,3,16.68,117000,9606.6,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,12.19,84000,6678,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,9.55,3000,1580.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,8,57.42,82800,26699.34,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,6.52,30000,14928,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,0.96,4500,525.6,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,5.43,27000,4862.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-05,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,3,6.99,33000,4013.7,2,6 WHEELER TRUCK - FORWARD,150
2023-05-05,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,11.1,76500,6892.65,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Whiskey,PARANAQUE,Consignee Kappa,HONG KONG,7,96.52,492000,45411.6,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,0.84,3000,266.4,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,2.6,12000,1543.2,2,6 WHEELER TRUCK - FORWARD,150
2023-05-06,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,5,11.85,57000,6759.6,2,6 WHEELER TRUCK - FORWARD,130
2023-05-06,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,5,14.97,72000,16737.75,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,6,12.27,39100,6538.68,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,0.65,3000,379.2,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,1.45,10500,574.35,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Quebec,PARANAQUE,Consignee Tango,JAPAN,2,15.76,81000,7994.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,17.25,127500,7637.25,2,6 WHEELER TRUCK - FORWARD,14
2023-05-06,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,6.47,30000,10476,2,6 WHEELER TRUCK - FORWARD,14
2023-05-08,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,2,14.42,73500,6197.7,2,6 WHEELER TRUCK - FORWARD,150
2023-05-08,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,15,116.27,562500,189126.9,2,6 WHEELER TRUCK - FORWARD,150
2023-05-08,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,3.94,24000,2451,2,6 WHEELER TRUCK - FORWARD,150
2023-05-08,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,11.35,60000,4170,2,6 WHEELER TRUCK - FORWARD,150
2023-05-09,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,13,90.12,457500,56289.3,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,5,34.25,171000,24858.9,8,4 WHEELER TRUCK - ELF,14
2023-05-09,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,26,92.34,478500,39845.25,8,6 WHEELER TRUCK - FORWARD,150
2023-05-09,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,5,38.4,195000,14508,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,3.66,18000,1159.2,8,4 WHEELER TRUCK - ELF,14
2023-05-09,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,73,996.9,566000,73700.6,8,6 WHEELER TRUCK - FORWARD,150
2023-05-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,10,91.2,77000,28283.1,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,11,53.64,267000,43917.15,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,2.64,12000,2178,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,6,38.74,267000,32734.2,8,4 WHEELER TRUCK - ELF,14
2023-05-09,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,37,362.65,664000,112231.4,8,6 WHEELER TRUCK - FORWARD,150
2023-05-09,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,6,32.66,62100,11917.98,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,3.32,15000,4381.5,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,10.84,73500,8367.6,8,6 WHEELER TRUCK - FORWARD,14
2023-05-09,Forwarder Quebec,PARANAQUE,Consignee Romeo,CHINA,1,1.84,9000,621.9,8,4 WHEELER TRUCK - ELF,14
2023-05-09,Forwarder Quebec,PARANAQUE,Consignee Gamma,KOREA,2,3.93,22500,1976.25,8,4 WHEELER TRUCK - ELF,120
2023-05-10,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,4.35,27000,2720.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,23,76.31,378000,29810.25,2,6 WHEELER TRUCK - FORWARD,150
2023-05-10,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,1.02,4500,396.15,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,11.18,73500,4483.5,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,22,37.06,186000,27889.65,2,6 WHEELER TRUCK - FORWARD,150
2023-05-10,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,7.73,39000,4301.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,13.99,70500,8181.6,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,7,9.66,45000,11340.75,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,8.4,3200,1988.16,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,4,12.24,81000,7143.9,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,1.84,9000,1552.5,2,6 WHEELER TRUCK - FORWARD,14
2023-05-10,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,7.19,28000,3499.8,2,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,31.38,159000,17098.5,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,9,81.83,412500,72608.55,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,11,44.1,133900,29969.18,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,2,16.31,82500,9611.25,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,3.91,21000,1734.6,1,6 WHEELER TRUCK - FORWARD,150
2023-05-11,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,19,72.48,355500,63772.65,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,19,52.88,345000,40035,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,14,54.84,70400,19607.36,1,6 WHEELER TRUCK - FORWARD,14
2023-05-11,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,4,31.38,159000,17098.5,1,6 WHEELER TRUCK - FORWARD,150
2023-05-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,15,70.46,127000,21615.4,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,8,103.43,40000,24852,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,3.66,18000,1159.2,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,4.88,25500,3035.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,13,66.22,357000,48851.25,2,6 WHEELER TRUCK - FORWARD,150
2023-05-12,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,31.84,162000,13291.65,2,6 WHEELER TRUCK - FORWARD,150
2023-05-12,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,10.41,7500,2242.8,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,9.89,46500,13582.65,2,6 WHEELER TRUCK - FORWARD,150
2023-05-12,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,11.55,60000,7008,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,2.67,12000,1046.4,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Epsilon,PARANAQUE,Consignee Kilo,SINGAPORE,8,67.15,36500,11575.55,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,4,10.51,46500,7720.35,2,6 WHEELER TRUCK - FORWARD,14
2023-05-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,6,53.12,17000,8957.3,2,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,6,37.16,285000,22657.5,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Quebec,PARANAQUE,Consignee Romeo,CHINA,1,0.43,1500,103.65,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,3.06,13500,2193.75,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,0.72,3000,747.3,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,57,409.23,1260200,310549.87,3,6 WHEELER TRUCK - FORWARD,130
2023-05-13,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,23.44,118500,8816.4,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Juliett,PARANAQUE,Consignee Victor,KOREA,3,21.1,112500,24426.15,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,0.72,3000,471,3,6 WHEELER TRUCK - FORWARD,150
2023-05-13,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,2,14.21,69000,10798.5,3,6 WHEELER TRUCK - FORWARD,150
2023-05-13,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,19,74.85,372000,37965.15,3,6 WHEELER TRUCK - FORWARD,150
2023-05-13,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,8.98,46500,5417.25,3,6 WHEELER TRUCK - FORWARD,14
2023-05-13,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,6.78,33000,3648.9,3,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,3.91,18000,2826,7,6 WHEELER TRUCK - FORWARD,150
2023-05-15,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,7,90.35,329200,38504.12,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,36,140.8,638600,83370.37,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,27,119.43,588000,69866.55,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,15,61.22,133100,40895.58,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,24,130.13,137600,60832.16,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,5,32.66,14500,9809.6,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,20,113.52,99300,16592.44,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,5.67,22500,4108.5,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,4,30.84,151500,24921.2,7,4 WHEELER TRUCK - ELF,85
2023-05-15,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,10,34.7,91900,19307.06,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,25,116.7,342000,76789.2,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,0.42,1500,163.65,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,10,56.25,50700,8658.96,7,6 WHEELER TRUCK - FORWARD,150
2023-05-15,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,14,44.9,79500,20942.85,7,6 WHEELER TRUCK - FORWARD,14
2023-05-15,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,38,497.56,200000,27260,7,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,2.65,16500,1486.65,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,2,2.63,18000,1483.2,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,0.97,4500,483.75,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,11,24.1,147000,15249.75,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,40,275.74,664000,86359.4,1,6 WHEELER TRUCK - FORWARD,150
2023-05-16,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,0.52,3000,247.2,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,8.01,49500,3660,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,2.84,18000,2064.6,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,22,65.57,247200,51071.57,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,1.26,6000,942,1,6 WHEELER TRUCK - FORWARD,14
2023-05-16,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,7,97.66,39200,5099.92,1,6 WHEELER TRUCK - FORWARD,150
2023-05-17,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,23,53.64,263300,55372.06,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,14,73.94,143100,43363.99,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,1.5,10500,574.35,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,4,10.35,69000,5685.6,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,23,149.08,624500,137434.7,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,5,69.9,27200,16899.36,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,0.43,1500,346.8,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,18,57.01,327000,22780.5,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,70,953.53,430300,57165.11,6,6 WHEELER TRUCK - FORWARD,150
2023-05-17,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,13,27.9,144000,25071.3,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,53,171.66,629000,53123.35,6,6 WHEELER TRUCK - FORWARD,150
2023-05-17,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,3,8.55,54000,10656.9,6,6 WHEELER TRUCK - FORWARD,14
2023-05-17,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,22,71.27,340500,57658.05,6,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,19,99.14,433800,72399.78,3,6 WHEELER TRUCK - FORWARD,150
2023-05-18,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,2.8,18000,2064.6,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,28.52,23800,9673.12,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,10,67.9,372000,26698.95,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,5.63,42000,4666.2,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,0.74,3000,327.3,3,6 WHEELER TRUCK - FORWARD,150
2023-05-18,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,6,45.6,220500,34373.1,3,6 WHEELER TRUCK - FORWARD,150
2023-05-18,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,13,86.51,445500,34128.6,3,6 WHEELER TRUCK - FORWARD,150
2023-05-18,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,17,158.31,166000,51537.1,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,8,25.28,69300,17856.81,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,7,56.09,390000,31005,3,6 WHEELER TRUCK - FORWARD,14
2023-05-18,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,3.15,13500,2095.2,3,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,6.01,28500,3143.55,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,1.33,6000,1387.2,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,21,233.93,115000,70237,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,24,107.13,519000,132793.5,2,6 WHEELER TRUCK - FORWARD,130
2023-05-19,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,2.93,24000,1312.8,2,6 WHEELER TRUCK - FORWARD,150
2023-05-19,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,27.89,64500,4798.8,2,6 WHEELER TRUCK - FORWARD,150
2023-05-19,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,2.88,13500,991.35,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,1.59,7500,1177.5,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,10.36,52500,5790.75,2,6 WHEELER TRUCK - FORWARD,14
2023-05-19,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,3,8.67,42000,3724.2,2,6 WHEELER TRUCK - FORWARD,150
2023-05-19,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,1,4500,706.5,2,6 WHEELER TRUCK - FORWARD,150
2023-05-19,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,18,77.36,420000,61094.7,2,6 WHEELER TRUCK - FORWARD,14
2023-05-20,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,22,156.77,166000,30712.46,2,6 WHEELER TRUCK - FORWARD,150
2023-05-20,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,2.18,10500,2926.35,2,6 WHEELER TRUCK - FORWARD,150
