"shipment_id","pick_up_date","day","week","month","quarter","year","day_of_week","forwarder","warehouse_location","consignee","destination","number_of_packages","weight","quantity","value","number_of_pallets_per_day","trucking","trucking_billing"
2516,"2021-12-15",15,50,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","144","1223.16","537960","298852.32","48","6 WHEELER TRUCK - FORWARD","14.00"
2517,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Charlie","PARANAQUE","Consignee Mike","HONG KONG","24","1020.78","121860","20134.98","18","6 WHEELER TRUCK - FORWARD","14.00"
2518,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","66","723.48","403140","137403.18","18","6 WHEELER TRUCK - FORWARD","14.00"
2519,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Quebec","LAS PINAS","Consignee Romeo","HONG KONG","36","1322.70","119820","272802.06","18","6 WHEELER TRUCK - FORWARD","150.00"
2520,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","66","1048.92","274020","78036.96","18","6 WHEELER TRUCK - FORWARD","150.00"
2521,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","72","850.74","632640","107858.04","18","6 WHEELER TRUCK - FORWARD","14.00"
2522,"2021-12-16",16,50,12,4,2021,"Thursday ","Forwarder Zulu","PARANAQUE","Consignee Whiskey","HONG KONG","12","91.98","49020","31750.08","18","6 WHEELER TRUCK - FORWARD","14.00"
2523,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","28","168.56","66780","17249.26","70","6 WHEELER TRUCK - FORWARD","14.00"
2524,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","140","740.60","539280","82524.12","70","6 WHEELER TRUCK - FORWARD","14.00"
2525,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Charlie","PARANAQUE","Consignee Mike","CHINA","42","316.82","97580","93036.58","70","6 WHEELER TRUCK - FORWARD","150.00"
2526,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","56","644.56","504420","83604.36","70","6 WHEELER TRUCK - FORWARD","14.00"
2527,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","224","1363.46","470400","146910.40","70","6 WHEELER TRUCK - FORWARD","14.00"
2528,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","140","1168.30","968940","345014.88","70","6 WHEELER TRUCK - FORWARD","14.00"
2529,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","196","975.80","498400","269821.72","70","6 WHEELER TRUCK - FORWARD","14.00"
2530,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","392","2272.20","1800680","480135.88","70","6 WHEELER TRUCK - FORWARD","14.00"
2531,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","56","477.82","515760","85138.62","70","6 WHEELER TRUCK - FORWARD","14.00"
2532,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","28","305.48","240800","74845.68","70","6 WHEELER TRUCK - FORWARD","14.00"
2533,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","140","2734.76","813400","222238.94","70","6 WHEELER TRUCK - FORWARD","14.00"
2534,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Whiskey","PARANAQUE","Consignee Alpha","CHINA","252","1718.78","1595300","522195.10","70","6 WHEELER TRUCK - FORWARD","14.00"
2535,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Xray","PARANAQUE","Consignee Gamma","CHINA","266","1990.80","1185800","586918.36","70","6 WHEELER TRUCK - FORWARD","14.00"
2536,"2021-12-17",17,50,12,4,2021,"Friday   ","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","14","688.80","23940","6869.24","70","6 WHEELER TRUCK - FORWARD","14.00"
2537,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","9","88.83","57060","24356.70","27","6 WHEELER TRUCK - FORWARD","14.00"
2538,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Beta","PARANAQUE","Consignee Beta","CHINA","171","1810.80","552960","513432.81","27","6 WHEELER TRUCK - FORWARD","14.00"
2539,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","18","141.21","43740","21718.98","27","6 WHEELER TRUCK - FORWARD","14.00"
2540,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","54","747.81","396630","112914.45","27","6 WHEELER TRUCK - FORWARD","14.00"
2541,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Gamma","PARANAQUE","Consignee Hotel","CHINA","108","663.12","427230","214800.57","27","6 WHEELER TRUCK - FORWARD","14.00"
2542,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","72","510.12","399330","142121.16","27","6 WHEELER TRUCK - FORWARD","14.00"
2543,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Juliett","PARANAQUE","Consignee Victor","CHINA","81","871.92","597150","190689.75","27","6 WHEELER TRUCK - FORWARD","150.00"
2544,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","27","1011.78","193050","49421.97","27","6 WHEELER TRUCK - FORWARD","14.00"
2545,"2021-12-18",18,50,12,4,2021,"Saturday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","9","1325.70","32490","13160.70","27","6 WHEELER TRUCK - FORWARD","14.00"
2546,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Epsilon","PARANAQUE","Consignee Kilo","CHINA","80","335.00","283000","118889.60","30","6 WHEELER TRUCK - FORWARD","14.00"
2547,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Eta","LAS PINAS","Consignee Zeta","CHINA","100","1192.60","872900","240842.90","30","6 WHEELER TRUCK - ELF","110.00"
2548,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Foxtrot","PARANAQUE","Consignee Beta","CHINA","100","348.70","320800","139872.00","30","6 WHEELER TRUCK - FORWARD","14.00"
2549,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","130","1232.70","902900","238905.60","30","6 WHEELER TRUCK - FORWARD","14.00"
2550,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Oscar","PARANAQUE","Consignee Yankee","CHINA","80","695.20","520900","99122.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2551,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","20","502.50","153500","86772.00","30","6 WHEELER TRUCK - FORWARD","14.00"
2552,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","120","1086.90","500100","195705.20","30","6 WHEELER TRUCK - FORWARD","14.00"
2553,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","100","1423.30","1130000","381768.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2554,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","10","61.60","19900","10179.10","30","6 WHEELER TRUCK - FORWARD","14.00"
2555,"2021-12-20",20,51,12,4,2021,"Monday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","40","177.30","127300","35163.20","30","6 WHEELER TRUCK - FORWARD","150.00"
2556,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","42","515.13","292670","112733.18","14","6 WHEELER TRUCK - FORWARD","14.00"
2557,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","119","697.69","580580","395270.40","14","6 WHEELER TRUCK - FORWARD","14.00"
2558,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Juliett","PARANAQUE","Consignee Victor","CHINA","112","1002.96","591010","245550.41","14","6 WHEELER TRUCK - FORWARD","14.00"
2559,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","14","108.78","155820","30490.04","14","6 WHEELER TRUCK - FORWARD","14.00"
2560,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder November","PARANAQUE","Consignee Sierra","CHINA","35","394.66","264040","55267.94","14","6 WHEELER TRUCK - FORWARD","14.00"
2561,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","70","720.02","734020","144428.13","14","6 WHEELER TRUCK - FORWARD","150.00"
2562,"2021-12-21",21,51,12,4,2021,"Tuesday  ","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","14","169.61","132440","21919.31","14","6 WHEELER TRUCK - FORWARD","14.00"
2563,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","276","2111.28","840120","350644.20","60","6 WHEELER TRUCK - FORWARD","150.00"
2564,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Eta","PARANAQUE","Consignee Zeta","CHINA","48","1296.84","251040","87421.08","60","6 WHEELER TRUCK - FORWARD","14.00"
2565,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","60","1731.84","284760","121667.52","60","6 WHEELER TRUCK - FORWARD","14.00"
2566,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","60","967.44","248880","144492.36","60","6 WHEELER TRUCK - FORWARD","14.00"
2567,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","216","1388.52","1269480","409252.68","60","6 WHEELER TRUCK - FORWARD","14.00"
2568,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","60","542.64","477720","173743.20","60","6 WHEELER TRUCK - FORWARD","14.00"
2569,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","144","849.84","287640","180123.72","60","6 WHEELER TRUCK - FORWARD","14.00"
2570,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","60","1255.20","547800","166667.28","60","6 WHEELER TRUCK - FORWARD","14.00"
2571,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","72","618.12","678360","121400.76","60","6 WHEELER TRUCK - FORWARD","14.00"
2572,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","144","790.80","974520","248875.20","60","6 WHEELER TRUCK - FORWARD","14.00"
2573,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","204","2031.72","1164480","292099.32","60","6 WHEELER TRUCK - FORWARD","14.00"
2574,"2021-12-22",22,51,12,4,2021,"Wednesday","Forwarder Zulu","PARANAQUE","Consignee Whiskey","CHINA","120","1426.44","687840","115763.52","60","6 WHEELER TRUCK - FORWARD","14.00"
2575,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","39","170.04","114010","49800.79","78","6 WHEELER TRUCK - FORWARD","14.00"
2576,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Charlie","PARANAQUE","Consignee Mike","HONG KONG","65","794.69","539370","89783.72","78","6 WHEELER TRUCK - FORWARD","14.00"
2577,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Charlie","PARANAQUE","Consignee Mike","HONG KONG","78","384.80","214500","178580.48","78","6 WHEELER TRUCK - FORWARD","150.00"
2578,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","13","685.75","45240","21874.84","78","6 WHEELER TRUCK - FORWARD","14.00"
2579,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","39","14666.73","192270","1917039.15","78","6 WHEELER TRUCK - FORWARD","14.00"
2580,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder November","PARANAQUE","Consignee Sierra","HONG KONG","156","1090.44","708500","118880.32","78","6 WHEELER TRUCK - FORWARD","14.00"
2581,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder November","PARANAQUE","Consignee Sierra","HONG KONG","520","2927.08","1222000","445301.22","78","6 WHEELER TRUCK - FORWARD","14.00"
2582,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","52","531.83","329420","115457.94","78","6 WHEELER TRUCK - FORWARD","14.00"
2583,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","78","8090.42","291590","1644863.35","78","6 WHEELER TRUCK - FORWARD","14.00"
2584,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","130","1635.01","1197560","408788.25","78","6 WHEELER TRUCK - FORWARD","14.00"
2585,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","299","10779.99","1118520","3012826.05","78","6 WHEELER TRUCK - FORWARD","14.00"
2586,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","338","1297.27","1316380","258003.33","78","6 WHEELER TRUCK - FORWARD","14.00"
2587,"2021-12-23",23,51,12,4,2021,"Thursday ","Forwarder Whiskey","PARANAQUE","Consignee Alpha","HONG KONG","78","587.34","378690","138706.10","78","6 WHEELER TRUCK - FORWARD","14.00"
2588,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","6","43.20","19320","9584.58","12","6 WHEELER TRUCK - FORWARD","14.00"
2589,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","174","416.28","1040760","717715.32","12","6 WHEELER TRUCK - FORWARD","14.00"
2590,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","66","759.36","559020","163171.02","12","6 WHEELER TRUCK - FORWARD","14.00"
2591,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","6","35.28","20040","7655.40","12","6 WHEELER TRUCK - FORWARD","150.00"
2592,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","18","142.20","133020","38641.08","12","6 WHEELER TRUCK - FORWARD","14.00"
2593,"2021-12-24",24,51,12,4,2021,"Friday   ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","78","872.76","173700","116735.94","12","6 WHEELER TRUCK - FORWARD","14.00"
2594,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Alpha","LAS PINAS","Consignee India","HONG KONG","64","191.36","460320","148193.44","16","6 WHEELER TRUCK - FORWARD","150.00"
2595,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","80","385.44","424960","90649.44","16","6 WHEELER TRUCK - FORWARD","14.00"
2596,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","88","220.32","753120","224060.16","16","6 WHEELER TRUCK - FORWARD","150.00"
2597,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","24","280.00","87120","65672.00","16","6 WHEELER TRUCK - FORWARD","14.00"
2598,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","16","145.12","101680","60290.24","16","6 WHEELER TRUCK - FORWARD","14.00"
2599,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","88","709.76","315200","174515.68","16","6 WHEELER TRUCK - FORWARD","14.00"
2600,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Whiskey","PARANAQUE","Consignee Alpha","HONG KONG","160","1413.36","565280","531024.32","16","6 WHEELER TRUCK - FORWARD","14.00"
2601,"2021-12-25",25,51,12,4,2021,"Saturday ","Forwarder Zulu","PARANAQUE","Consignee Whiskey","HONG KONG","72","1295.36","299120","119533.84","16","6 WHEELER TRUCK - FORWARD","14.00"
2602,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Alpha","PARANAQUE","Consignee India","GERMANY","80","823.60","615800","154407.70","30","6 WHEELER TRUCK - FORWARD","14.00"
2603,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","GERMANY","110","212.70","487500","225577.50","30","6 WHEELER TRUCK - FORWARD","14.00"
2604,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Beta","GERMANY","50","445.40","449200","205265.00","30","6 WHEELER TRUCK - FORWARD","14.00"
2605,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","GERMANY","20","117.60","81000","23956.30","30","6 WHEELER TRUCK - FORWARD","14.00"
2606,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","GERMANY","30","926.70","129800","115232.50","30","6 WHEELER TRUCK - FORWARD","150.00"
2607,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","GERMANY","140","652.20","642800","194003.60","30","6 WHEELER TRUCK - FORWARD","14.00"
2608,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","GERMANY","40","345.30","339800","130480.00","30","6 WHEELER TRUCK - FORWARD","14.00"
2609,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","GERMANY","90","913.30","661500","226342.40","30","6 WHEELER TRUCK - FORWARD","14.00"
2610,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","GERMANY","100","1018.40","706700","190317.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2611,"2021-12-27",27,52,12,4,2021,"Monday   ","Forwarder Victor","PARANAQUE","Consignee Foxtrot","GERMANY","90","706.90","728400","310395.00","30","6 WHEELER TRUCK - FORWARD","14.00"
2612,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Bravo","PARANAQUE","Consignee Yankee","CHINA","8","74.72","28640","17849.12","24","6 WHEELER TRUCK - FORWARD","14.00"
2613,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Gamma","PARANAQUE","Consignee Hotel","CHINA","8","54.96","47760","15823.12","24","6 WHEELER TRUCK - FORWARD","14.00"
2614,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder India","PARANAQUE","Consignee Lima","CHINA","152","579.60","946400","436582.96","24","6 WHEELER TRUCK - FORWARD","150.00"
2615,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Juliett","PARANAQUE","Consignee Victor","CHINA","40","234.40","151760","59225.92","24","6 WHEELER TRUCK - FORWARD","14.00"
2616,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","32","753.44","116960","40878.80","24","6 WHEELER TRUCK - FORWARD","14.00"
2617,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","40","820.24","212800","61105.20","24","6 WHEELER TRUCK - FORWARD","14.00"
2618,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Whiskey","PARANAQUE","Consignee Alpha","CHINA","80","847.44","847200","323883.12","24","6 WHEELER TRUCK - FORWARD","14.00"
2619,"2021-12-28",28,52,12,4,2021,"Tuesday  ","Forwarder Xray","PARANAQUE","Consignee Xray","CHINA","24","816.64","105120","52060.24","24","6 WHEELER TRUCK - FORWARD","14.00"
2620,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","99","551.76","481580","112645.17","55","6 WHEELER TRUCK - FORWARD","14.00"
2621,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","165","962.39","1300200","356817.34","55","6 WHEELER TRUCK - FORWARD","14.00"
2622,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Gamma","PARANAQUE","Consignee Hotel","HONG KONG","132","385.00","595430","199315.27","55","6 WHEELER TRUCK - FORWARD","14.00"
2623,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","55","469.92","145090","85542.82","55","6 WHEELER TRUCK - FORWARD","14.00"
2624,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","55","867.79","491810","96687.69","55","6 WHEELER TRUCK - FORWARD","14.00"
2625,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","55","742.06","386650","171937.48","55","6 WHEELER TRUCK - FORWARD","150.00"
2626,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","66","875.82","319440","243761.54","55","6 WHEELER TRUCK - FORWARD","14.00"
2627,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","132","953.59","1060180","170444.23","55","6 WHEELER TRUCK - FORWARD","14.00"
2628,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","44","288.31","117370","60159.11","55","6 WHEELER TRUCK - FORWARD","14.00"
2629,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","77","1494.24","465190","268902.81","55","6 WHEELER TRUCK - FORWARD","14.00"
2630,"2021-12-29",29,52,12,4,2021,"Wednesday","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","143","1565.63","1039500","215029.21","55","6 WHEELER TRUCK - FORWARD","14.00"
2631,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","30","236.40","95200","28012.50","30","6 WHEELER TRUCK - FORWARD","14.00"
2632,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","30","380.90","243500","112531.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2633,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","80","800.80","438300","215651.20","30","6 WHEELER TRUCK - FORWARD","14.00"
2634,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","30","547.40","229000","91117.90","30","6 WHEELER TRUCK - FORWARD","150.00"
2635,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","90","1244.30","740500","317347.50","30","6 WHEELER TRUCK - FORWARD","14.00"
2636,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","150","477.00","563100","204193.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2637,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","40","546.20","327100","149087.50","30","6 WHEELER TRUCK - FORWARD","14.00"
2638,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","80","640.60","573800","199938.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2639,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","320","995.90","1001200","210806.90","30","6 WHEELER TRUCK - FORWARD","14.00"
2640,"2021-12-30",30,52,12,4,2021,"Thursday ","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","40","571.30","145000","60502.30","30","6 WHEELER TRUCK - FORWARD","14.00"
2641,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","7","55.16","67130","18337.48","14","6 WHEELER TRUCK - FORWARD","14.00"
2642,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Beta","PARANAQUE","Consignee Beta","CHINA","21","164.36","135450","42211.19","14","6 WHEELER TRUCK - FORWARD","14.00"
2643,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","98","752.29","897750","327747.00","14","6 WHEELER TRUCK - FORWARD","14.00"
2644,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","35","323.19","145670","86092.58","14","6 WHEELER TRUCK - FORWARD","150.00"
2645,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Romeo","TAGUIG","Consignee Hotel","CHINA","28","188.93","180320","35817.74","14","6 WHEELER TRUCK - FORWARD","130.00"
2646,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","35","336.28","207130","60389.77","14","6 WHEELER TRUCK - FORWARD","14.00"
2647,"2021-12-31",31,52,12,4,2021,"Friday   ","Forwarder Victor","PARANAQUE","Consignee Foxtrot","CHINA","84","465.08","213500","54021.59","14","6 WHEELER TRUCK - FORWARD","14.00"
2648,"2022-01-03",3,1,1,1,2022,"Monday   ","Forwarder Romeo","PARANAQUE","Consignee Echo","TAIWAN","1","2.82","48000","41179.05","1","6 WHEELER TRUCK - ELF","130.00"
2649,"2022-01-04",4,1,1,1,2022,"Tuesday  ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","455","22.40","737800","492504.60","7","6 WHEELER TRUCK - ELF","130.00"
2650,"2022-01-04",4,1,1,1,2022,"Tuesday  ","Forwarder Foxtrot","PARANAQUE","Consignee Beta","HONG KONG","7","468.65","6930000","263997.30","7","6 WHEELER TRUCK - ELF","14.00"
2651,"2022-01-04",4,1,1,1,2022,"Tuesday  ","Forwarder Juliett","PARANAQUE","Consignee Victor","HONG KONG","14","53.55","31500","85713.60","7","6 WHEELER TRUCK - ELF","14.00"
