"shipment_id","pick_up_date","day","week","month","quarter","year","day_of_week","forwarder","warehouse_location","consignee","destination","number_of_packages","weight","quantity","value","number_of_pallets_per_day","trucking","trucking_billing"
1,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","10","168.70","82100","38613.80","30","6 WHEELER TRUCK - FORWARD","14.00"
2,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Lambda","CHINA","50","976.60","587700","86149.90","30","6 WHEELER TRUCK - FORWARD","150.00"
3,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Lambda","CHINA","130","1390.20","492800","317627.20","30","6 WHEELER TRUCK - FORWARD","14.00"
4,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","10","188.00","100","1000.00","30","6 WHEELER TRUCK - FORWARD","14.00"
5,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","40","423.70","302400","65981.80","30","6 WHEELER TRUCK - FORWARD","14.00"
6,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","40","1221.60","353200","116897.70","30","6 WHEELER TRUCK - FORWARD","14.00"
7,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder November","PARANAQUE","Consignee Sierra","CHINA","70","762.00","579800","173789.80","30","6 WHEELER TRUCK - FORWARD","14.00"
8,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","50","569.00","343700","141505.30","30","6 WHEELER TRUCK - FORWARD","14.00"
9,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","140","774.80","763700","236637.60","30","6 WHEELER TRUCK - FORWARD","14.00"
10,"2021-01-01",1,53,1,1,2021,"Friday   ","Forwarder Romeo","PARANAQUE","Consignee Echo","CHINA","50","376.30","234600","71802.10","30","6 WHEELER TRUCK - FORWARD","14.00"
11,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","70","550.06","315840","111902.00","84","6 WHEELER TRUCK - FORWARD","14.00"
12,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Bravo","PARANAQUE","Consignee Yankee","CHINA","14","197.82","143080","32846.94","84","6 WHEELER TRUCK - FORWARD","14.00"
13,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","98","621.04","837620","323546.44","84","6 WHEELER TRUCK - FORWARD","150.00"
14,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Eta","PARANAQUE","Consignee Zeta","CHINA","70","755.30","658560","179457.18","84","6 WHEELER TRUCK - FORWARD","14.00"
15,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Eta","PARANAQUE","Consignee Zeta","CHINA","98","1839.74","402780","212202.76","84","6 WHEELER TRUCK - FORWARD","14.00"
16,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Gamma","PARANAQUE","Consignee Hotel","CHINA","112","1604.68","483000","164475.50","84","6 WHEELER TRUCK - FORWARD","14.00"
17,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","154","1009.96","698040","173079.20","84","6 WHEELER TRUCK - FORWARD","14.00"
18,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Kilo","PARANAQUE","Consignee Oscar","CHINA","196","473.06","1302420","365110.76","84","6 WHEELER TRUCK - FORWARD","14.00"
19,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Lima","PARANAQUE","Consignee Gamma","CHINA","140","1204.56","393400","302928.78","84","6 WHEELER TRUCK - FORWARD","14.00"
20,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Lima","PARANAQUE","Consignee Gamma","CHINA","196","1703.94","1017800","406037.38","84","6 WHEELER TRUCK - FORWARD","14.00"
21,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder November","PARANAQUE","Consignee Sierra","CHINA","28","410.48","140980","96533.50","84","6 WHEELER TRUCK - FORWARD","14.00"
22,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","126","1749.86","412300","308160.02","84","6 WHEELER TRUCK - FORWARD","14.00"
23,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","168","1863.82","1437660","523674.62","84","6 WHEELER TRUCK - FORWARD","14.00"
24,"2021-01-02",2,53,1,1,2021,"Saturday ","Forwarder Romeo","PARANAQUE","Consignee Echo","CHINA","70","883.96","379400","169757.56","84","6 WHEELER TRUCK - FORWARD","14.00"
25,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","54","604.98","299340","105266.70","36","6 WHEELER TRUCK - FORWARD","14.00"
26,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Bravo","PARANAQUE","Consignee Yankee","HONG KONG","27","1369.44","252900","63492.84","36","6 WHEELER TRUCK - FORWARD","150.00"
27,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Charlie","PARANAQUE","Consignee Mike","HONG KONG","189","1238.13","925650","219519.72","36","6 WHEELER TRUCK - FORWARD","14.00"
28,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","36","187.02","138330","34467.57","36","6 WHEELER TRUCK - FORWARD","14.00"
29,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","99","542.52","271170","160930.80","36","6 WHEELER TRUCK - FORWARD","14.00"
30,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","207","1886.67","1228410","494869.77","36","6 WHEELER TRUCK - FORWARD","14.00"
31,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Gamma","HONG KONG","9","528.84","48330","22070.07","36","6 WHEELER TRUCK - FORWARD","14.00"
32,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","135","1274.04","425610","354295.71","36","6 WHEELER TRUCK - FORWARD","14.00"
33,"2021-01-04",4,1,1,1,2021,"Monday   ","Forwarder Romeo","PARANAQUE","Consignee Echo","HONG KONG","27","309.33","225090","70443.54","36","6 WHEELER TRUCK - FORWARD","14.00"
34,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee India","CHINA","105","485.66","266840","86240.98","28","6 WHEELER TRUCK - FORWARD","14.00"
35,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Hotel","PARANAQUE","Consignee Zeta","CHINA","70","712.67","456680","209097.84","28","6 WHEELER TRUCK - FORWARD","14.00"
36,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Kilo","PARANAQUE","Consignee Oscar","CHINA","70","821.73","264600","90613.11","28","6 WHEELER TRUCK - FORWARD","14.00"
37,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","21","137.55","175000","63284.27","28","6 WHEELER TRUCK - FORWARD","14.00"
38,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Uniform","LAS PINAS","Consignee Uniform","CHINA","210","1944.88","648900","551973.31","28","6 WHEELER TRUCK - FORWARD","150.00"
39,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","28","469.91","152950","95412.24","28","6 WHEELER TRUCK - FORWARD","14.00"
40,"2021-01-05",5,1,1,1,2021,"Tuesday  ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","147","1659.56","697410","480695.74","28","6 WHEELER TRUCK - FORWARD","150.00"
41,"2021-01-06",6,1,1,1,2021,"Wednesday","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","5","55.10","24650","8054.20","5","6 WHEELER TRUCK - FORWARD","14.00"
42,"2021-01-06",6,1,1,1,2021,"Wednesday","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","10","56.20","48150","20191.95","5","6 WHEELER TRUCK - FORWARD","14.00"
43,"2021-01-06",6,1,1,1,2021,"Wednesday","Forwarder Quebec","PARANAQUE","Consignee Tango","CHINA","45","456.20","152500","76388.20","5","6 WHEELER TRUCK - FORWARD","150.00"
44,"2021-01-06",6,1,1,1,2021,"Wednesday","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","5","38.55","34150","13040.10","5","6 WHEELER TRUCK - FORWARD","14.00"
45,"2021-01-06",6,1,1,1,2021,"Wednesday","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","55","179.55","139100","37593.25","5","6 WHEELER TRUCK - FORWARD","14.00"
46,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee Beta","HONG KONG","48","354.12","260280","94569.36","48","6 WHEELER TRUCK - FORWARD","14.00"
47,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","84","822.00","867960","313110.60","48","6 WHEELER TRUCK - FORWARD","14.00"
48,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Alpha","PARANAQUE","Consignee India","HONG KONG","252","1954.56","1074840","878602.08","48","6 WHEELER TRUCK - FORWARD","14.00"
49,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder India","MANILA","Consignee Lima","HONG KONG","72","1467.00","197520","94976.04","48","6 WHEELER TRUCK - FORWARD","150.00"
50,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","60","1301.76","488160","154107.36","48","6 WHEELER TRUCK - FORWARD","14.00"
51,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","84","723.84","856560","284901.72","48","6 WHEELER TRUCK - FORWARD","14.00"
52,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder November","LAS PINAS","Consignee Sierra","HONG KONG","84","625.44","810120","258287.76","48","6 WHEELER TRUCK - FORWARD","150.00"
53,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","24","1240.20","132480","67144.56","48","6 WHEELER TRUCK - FORWARD","14.00"
54,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","36","2015.16","404880","146389.80","48","6 WHEELER TRUCK - FORWARD","150.00"
55,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","48","284.76","264840","46716.36","48","6 WHEELER TRUCK - FORWARD","14.00"
56,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","36","909.36","396360","132659.40","48","6 WHEELER TRUCK - FORWARD","14.00"
57,"2021-01-07",7,1,1,1,2021,"Thursday ","Forwarder Uniform","PARANAQUE","Consignee Uniform","HONG KONG","192","1931.76","1447200","246257.52","48","6 WHEELER TRUCK - FORWARD","14.00"
58,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Alpha","PARANAQUE","Consignee India","GERMANY","144","229.14","916110","198876.60","18","6 WHEELER TRUCK - FORWARD","14.00"
59,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Beta","PARANAQUE","Consignee Beta","GERMANY","63","929.25","237150","158568.66","18","6 WHEELER TRUCK - FORWARD","14.00"
60,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","GERMANY","63","790.38","237330","138811.50","18","6 WHEELER TRUCK - FORWARD","14.00"
61,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Juliett","PARANAQUE","Consignee Victor","GERMANY","18","216.36","156870","46500.93","18","6 WHEELER TRUCK - FORWARD","14.00"
62,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Kilo","PARANAQUE","Consignee Oscar","GERMANY","9","25.02","13770","8111.16","18","6 WHEELER TRUCK - FORWARD","14.00"
63,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Gamma","GERMANY","117","473.85","1053810","388698.66","18","6 WHEELER TRUCK - FORWARD","14.00"
64,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Tango","GERMANY","99","968.40","823680","284427.18","18","6 WHEELER TRUCK - FORWARD","150.00"
65,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","GERMANY","9","637.11","29070","19167.57","18","6 WHEELER TRUCK - FORWARD","14.00"
66,"2021-01-08",8,1,1,1,2021,"Friday   ","Forwarder Victor","PARANAQUE","Consignee Foxtrot","GERMANY","27","440.91","241020","51659.10","18","6 WHEELER TRUCK - FORWARD","14.00"
67,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Delta","PARANAQUE","Consignee Echo","CHINA","36","1176.84","194220","102082.59","27","6 WHEELER TRUCK - FORWARD","14.00"
68,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","9","63.36","48600","21339.63","27","6 WHEELER TRUCK - FORWARD","14.00"
69,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Lima","PARANAQUE","Consignee Gamma","CHINA","144","1012.50","344970","251429.94","27","6 WHEELER TRUCK - FORWARD","14.00"
70,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Lima","PARANAQUE","Consignee Tango","CHINA","54","729.54","379080","136038.06","27","6 WHEELER TRUCK - FORWARD","14.00"
71,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder November","PARANAQUE","Consignee Sierra","CHINA","45","361.98","247680","97613.55","27","6 WHEELER TRUCK - FORWARD","14.00"
72,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Tango","CHINA","72","848.25","576270","160652.52","27","6 WHEELER TRUCK - FORWARD","14.00"
73,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Uniform","LAS PINAS","Consignee Uniform","CHINA","27","132.39","88380","39724.56","27","6 WHEELER TRUCK - ELF","110.00"
74,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Whiskey","PARANAQUE","Consignee Alpha","CHINA","90","478.17","439020","190084.23","27","6 WHEELER TRUCK - FORWARD","150.00"
75,"2021-01-09",9,1,1,1,2021,"Saturday ","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","126","1199.16","432810","325652.76","27","6 WHEELER TRUCK - FORWARD","14.00"
76,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","24","750.00","118560","41942.32","32","6 WHEELER TRUCK - FORWARD","14.00"
77,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Beta","PARANAQUE","Consignee Beta","CHINA","96","527.36","281760","135905.04","32","6 WHEELER TRUCK - FORWARD","14.00"
78,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","464","2954.80","993360","311789.84","32","6 WHEELER TRUCK - FORWARD","14.00"
79,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Epsilon","PARANAQUE","Consignee Kilo","CHINA","56","777.76","588480","147053.76","32","6 WHEELER TRUCK - FORWARD","14.00"
80,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","264","883.20","1135120","232629.68","32","6 WHEELER TRUCK - FORWARD","14.00"
81,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Oscar","PARANAQUE","Consignee Yankee","CHINA","216","1765.20","812160","701099.52","32","6 WHEELER TRUCK - FORWARD","150.00"
82,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Tango","CHINA","56","726.64","276320","112934.48","32","6 WHEELER TRUCK - FORWARD","14.00"
83,"2021-01-11",11,2,1,1,2021,"Monday   ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","112","350.96","538080","89242.48","32","6 WHEELER TRUCK - FORWARD","14.00"
84,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","288","991.26","854550","414519.48","27","6 WHEELER TRUCK - FORWARD","14.00"
85,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","27","158.58","68400","47818.26","27","6 WHEELER TRUCK - FORWARD","14.00"
86,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee Lambda","CHINA","72","342.54","435420","163553.85","27","6 WHEELER TRUCK - FORWARD","14.00"
87,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Golf","PARANAQUE","Consignee Lambda","CHINA","252","1308.87","587880","321870.15","27","6 WHEELER TRUCK - FORWARD","14.00"
88,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","216","326.61","648720","240991.02","27","6 WHEELER TRUCK - FORWARD","14.00"
89,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","9","84.33","26190","24636.69","27","6 WHEELER TRUCK - FORWARD","14.00"
90,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Uniform","LAS PINAS","Consignee Uniform","CHINA","45","623.07","318870","86431.68","27","6 WHEELER TRUCK - FORWARD","150.00"
91,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Xray","PARANAQUE","Consignee Xray","CHINA","180","1057.50","386460","147639.51","27","6 WHEELER TRUCK - FORWARD","14.00"
92,"2021-01-12",12,2,1,1,2021,"Tuesday  ","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","63","673.65","231480","175827.51","27","6 WHEELER TRUCK - FORWARD","150.00"
93,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Alpha","PARANAQUE","Consignee India","CHINA","169","1811.42","1213810","301263.04","52","6 WHEELER TRUCK - FORWARD","150.00"
94,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Bravo","PARANAQUE","Consignee Yankee","CHINA","26","169.52","190450","57712.72","52","6 WHEELER TRUCK - FORWARD","14.00"
95,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","117","848.90","1246830","171828.15","52","6 WHEELER TRUCK - FORWARD","14.00"
96,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Echo","PARANAQUE","Consignee Zulu","CHINA","169","578.89","1218620","398762.78","52","6 WHEELER TRUCK - FORWARD","14.00"
97,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Golf","TAGUIG","Consignee Juliett","CHINA","13","197.47","59410","53420.90","52","6 WHEELER TRUCK - FORWARD","130.00"
98,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Hotel","PARANAQUE","Consignee Bravo","CHINA","143","1246.83","734240","177836.88","52","6 WHEELER TRUCK - FORWARD","14.00"
99,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","78","395.07","774280","228887.10","52","6 WHEELER TRUCK - FORWARD","14.00"
100,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","39","1569.36","243490","70407.74","52","6 WHEELER TRUCK - FORWARD","14.00"
101,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Echo","CHINA","260","2392.52","1844180","314606.50","52","6 WHEELER TRUCK - FORWARD","14.00"
102,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Echo","CHINA","65","491.92","431210","87178.91","52","6 WHEELER TRUCK - FORWARD","14.00"
103,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","52","675.48","207610","165456.20","52","6 WHEELER TRUCK - FORWARD","14.00"
104,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Xray","PARANAQUE","Consignee Beta","CHINA","13","2.73","1820","1300.00","52","6 WHEELER TRUCK - FORWARD","14.00"
105,"2021-01-13",13,2,1,1,2021,"Wednesday","Forwarder Zulu","PARANAQUE","Consignee Whiskey","CHINA","130","497.25","674700","418633.93","52","6 WHEELER TRUCK - FORWARD","14.00"
106,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Beta","PARANAQUE","Consignee Beta","HONG KONG","63","487.90","385280","100309.58","14","6 WHEELER TRUCK - FORWARD","150.00"
107,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","7","394.66","36820","19458.46","14","6 WHEELER TRUCK - FORWARD","14.00"
108,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Kilo","PARANAQUE","Consignee Oscar","HONG KONG","28","265.44","245000","36448.93","14","6 WHEELER TRUCK - FORWARD","14.00"
109,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Lima","PARANAQUE","Consignee Beta","HONG KONG","42","288.89","184450","63459.06","14","6 WHEELER TRUCK - FORWARD","14.00"
110,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Romeo","PARANAQUE","Consignee Hotel","HONG KONG","119","509.04","486290","236488.77","14","6 WHEELER TRUCK - FORWARD","14.00"
111,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Uniform","LAS PINAS","Consignee Uniform","HONG KONG","119","308.14","609840","241578.61","14","6 WHEELER TRUCK - ELF","110.00"
112,"2021-01-14",14,2,1,1,2021,"Thursday ","Forwarder Uniform","PARANAQUE","Consignee Echo","HONG KONG","7","42.28","26040","7140.63","14","6 WHEELER TRUCK - FORWARD","14.00"
113,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Delta","PARANAQUE","Consignee Echo","CHINA","110","566.28","329120","77341.88","33","6 WHEELER TRUCK - FORWARD","14.00"
114,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Golf","PARANAQUE","Consignee Juliett","CHINA","11","97.46","30360","28591.42","33","6 WHEELER TRUCK - FORWARD","14.00"
115,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Beta","CHINA","66","460.35","220880","46615.58","33","6 WHEELER TRUCK - FORWARD","14.00"
116,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Lima","PARANAQUE","Consignee Gamma","CHINA","154","1357.51","679360","230620.39","33","6 WHEELER TRUCK - FORWARD","14.00"
117,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder November","PARANAQUE","Consignee Sierra","CHINA","77","336.49","409750","130426.23","33","6 WHEELER TRUCK - FORWARD","14.00"
118,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","44","534.93","461340","115926.03","33","6 WHEELER TRUCK - FORWARD","14.00"
119,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","CHINA","66","228.58","125620","64848.41","33","6 WHEELER TRUCK - FORWARD","150.00"
120,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Romeo","PARANAQUE","Consignee Hotel","CHINA","132","1017.83","1222100","275613.03","33","6 WHEELER TRUCK - FORWARD","14.00"
121,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Uniform","LAS PINAS","Consignee Uniform","CHINA","187","1499.19","980870","668308.41","33","6 WHEELER TRUCK - FORWARD","150.00"
122,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Uniform","PARANAQUE","Consignee Uniform","CHINA","11","779.68","38060","23443.86","33","6 WHEELER TRUCK - FORWARD","14.00"
123,"2021-01-15",15,2,1,1,2021,"Friday   ","Forwarder Zeta","PARANAQUE","Consignee Zeta","CHINA","99","657.91","704220","342001.66","33","6 WHEELER TRUCK - FORWARD","14.00"
124,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Charlie","PARANAQUE","Consignee Mike","HONG KONG","104","878.48","377120","151956.48","24","6 WHEELER TRUCK - FORWARD","14.00"
125,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Epsilon","PARANAQUE","Consignee Kilo","HONG KONG","56","384.64","361360","124991.04","24","6 WHEELER TRUCK - FORWARD","14.00"
126,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Foxtrot","LAS PINAS","Consignee Beta","HONG KONG","80","1194.56","928080","258133.52","24","6 WHEELER TRUCK - FORWARD","150.00"
127,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Golf","PARANAQUE","Consignee Juliett","HONG KONG","32","695.68","178480","37770.08","24","6 WHEELER TRUCK - FORWARD","150.00"
128,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","56","321.68","358880","89579.76","24","6 WHEELER TRUCK - FORWARD","14.00"
129,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Quebec","PARANAQUE","Consignee Romeo","HONG KONG","56","381.68","304160","99009.68","24","6 WHEELER TRUCK - FORWARD","14.00"
130,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Zulu","PARANAQUE","Consignee Whiskey","HONG KONG","24","886.08","157840","97380.72","24","6 WHEELER TRUCK - FORWARD","14.00"
131,"2021-01-16",16,2,1,1,2021,"Saturday ","Forwarder Zulu","PARANAQUE","Consignee Whiskey","HONG KONG","24","1139.92","190240","55720.00","24","6 WHEELER TRUCK - FORWARD","14.00"
132,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Bravo","PARANAQUE","Consignee Yankee","GERMANY","9","30.69","15930","8471.25","27","6 WHEELER TRUCK - FORWARD","14.00"
133,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Beta","GERMANY","27","1640.61","124650","70728.30","27","6 WHEELER TRUCK - FORWARD","14.00"
134,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Lima","PARANAQUE","Consignee Beta","GERMANY","117","1014.93","289170","163533.69","27","6 WHEELER TRUCK - FORWARD","14.00"
135,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder November","PARANAQUE","Consignee Sierra","GERMANY","9","81.72","51930","13683.33","27","6 WHEELER TRUCK - FORWARD","14.00"
136,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","GERMANY","36","195.66","135180","62595.18","27","6 WHEELER TRUCK - FORWARD","14.00"
137,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Quebec","PARANAQUE","Consignee Romeo","GERMANY","279","596.34","1447470","891677.70","27","6 WHEELER TRUCK - FORWARD","14.00"
138,"2021-01-18",18,3,1,1,2021,"Monday   ","Forwarder Romeo","PARANAQUE","Consignee Echo","GERMANY","18","1067.40","56610","19853.91","27","6 WHEELER TRUCK - FORWARD","150.00"
